reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
8fb5c3de-94e3-4343-8217-bf9aab21db05,Nandra Saputra,https://play-lh.googleusercontent.com/a/ACg8ocKp7zbWXdppFtweuAKfCbkMinmSYOwRZN2sXnYXl-DC=mo,"Tambahin fitur pembayaran pake dana, ovo atau semacamnya.. sekalinya Nemu barang yang dipengin susah bayar nya. Dari pihak penjual menawarkan pake shopeepay atau TF, saya tanya soal pembayaran masa di bilang chat tidak pantas.. inilah alasan pertama nda pernah belanja online. Ribet",2,6,3.20.10,2024-03-14 11:16:18,,,3.20.10
fb5f7dbf-de49-495f-830c-64ca35ec2694,Nyoman Swasta,https://play-lh.googleusercontent.com/a/ACg8ocIgKUCGjCEH32WZiDFaoRdq9hJuL3bp8biu0tbcWnq5=mo,"Shopee makin gak enakk,lemott,pengiriman juga lama banget gak nyampe2,udah pas sm tanggal estimasinya ehh tiba2 pesanan batal dan dikembalikan ke penjual,tolong dongg udah lama nungguin barang karna PO,ehh pas mau nyampe tiba2 pesanan batalll!!!!!!",1,5,3.20.10,2024-03-14 10:32:44,"Hi kak, maaf ya buat kakak ga nyaman, terkait kendala kamu kakak bisa hubungi DM Social Media kita @Shopee_id/ @Shopeecare. Sehat selalu kak 🙏^WI",2024-03-14 11:15:43,3.20.10
c6ce9f4d-d20a-4ae4-a707-9428ac5f0cc9,Afifzakarya Zakariya,https://play-lh.googleusercontent.com/a/ACg8ocIgaJXnhGJXY4r6XBF0qKqNG86XchuBEU-DwODiRO4H=mo,"Mau ganti perangkat tp verifikasi harus scan foto wajah, dan itu tidak bisa, padahal wajah sendiri, kalo perangkat lama rusak jadi bingung soalanya masih ada tagihan Dan aplikasi shopee saya sudah yg terupadate",3,3,3.20.10,2024-03-14 09:35:29,"Hai kak, Agar dapat mimin bantu cek kendala kamu boleh infoin ke mimin lebih detail kendala kamu lewat DM @Shopee_id / @Shopeecare yaa. ditunggu🙏 ^ZT",2024-03-14 10:20:44,3.20.10
7889f7f8-c048-4a7a-b118-6891313d186b,Jejem Jaenudin,https://play-lh.googleusercontent.com/a/ACg8ocKXnyeIcvELdon1mD0iWVWE_k6av79lOO8ehR8594N8=mo,Pengalaman yg sangat indah dan bahagia ini dg semakin majunya tehnogi IT dg serba instan dulu dan zaman sekarang itu sangat jauh berbeda ambil contoh dulu saya ada kemauan ingin membeli barang yg sesuai dg kebutuhan akan tetapi karena posisi jauh dari tempat perbelanjaan kota memerlukan waktu lama cenderung kadang2 gagal karena malas dg tidak punya alat tranportasi untuk itu dg kehadiran Shopee sangat membantu bagi orang2 yg membutuhkan sesuatu barang cuma lihat diberanda cocok dg harga klik ok.,5,4,3.20.10,2024-03-14 09:29:38,"Halo Kak, makasih banyak buat reviewnya, mimin jadi terharu. Kuy pantau terus sosmed resmi Shopee dan aplikasi Shopee yaa, biar gak ketinggalan promo-promo dan kejutan dari shopee lainnya. Kalau ada kendala kamu bs hub mimin di Live Chat pada aplikasi/DM ke Social Media @Shopee_id . Sehat selalu😊^UY",2024-03-14 10:15:32,3.20.10
d729e16f-eeff-4cfb-a41f-7717a4c7bad6,the kings,https://play-lh.googleusercontent.com/a-/ALV-UjUMkw8MSL71oDytpDRBr0Q4uvPnJY6_RX5MROPWrycJjW0,"Males bgt, udh total 4 pesanan hilang di jasa kirim spx express, yg dapet voucher kompensasi garansi tepat waktu cuma 1, tiga lainnya dibatalkan otomatis sistem shopee menjelang habis waktu garansi nya, licik bgt, udhlah gk ada tanggung jawab barang hilang, eh voucher kompensasi jg gk mau ngasih!!! Apalah itu promo, gimmick doang.. mana ordernya jg harus war voucher, enak bgt pada hilang gitu aja!!!",1,74,3.21.13,2024-03-14 09:20:05,"Hi kak, mohon maaf atas ketidaknyamananannya. Terkait kendala yang kakak alami. Untuk pengecekan mohon informasikan detail kendalanya via Live Chat/DM ke sosmed @Shopee_id/@Shopeecare ya. Stay healthy 🙏^SU",2024-03-14 10:12:52,3.21.13
f77cf7da-249a-4ee1-b414-e93fcd30048d,Airin Kepahiang,https://play-lh.googleusercontent.com/a/ACg8ocJ8u80HZceHhNNeZUk252t6PNeWulpZCBIadyGjRojy=mo,"Lebih terjamin barangnya saat. dikirim. ke pembeli. pelayan. para kurir nya juga sangat baik. dan. ramah , barang nya. juga. Yang. dibeli di. Shopee. Juga. Bagus. Bagus. Dan. Sesuai. Ekspektasi. Gakkk rugii. dehh. klo. Belanja. Online. Di. Shopeee kualitass. Nya. udah. Pasti bagusss pengiriman. barang nya. Juga. Sangat tepat. Waktu. Saat. Barang mau. Di. Pake. Pokoknya ngak bosen",5,4,3.20.10,2024-03-14 07:39:26,"Hai kak, makasih banget ya udah kasih bintang 5 dan ulasan kamu. Mimin seneng banget nih kalo bisa ngebantu kamu menuhin kebutuhan kamu kak. Yuk cek aplikasi shopee lagii ada banyak produk yang nungguin kamu niih. Jangan lupa juga claim voucher gratis ongkirnya ya kak, met belanjaa :) ^TY",2024-03-14 08:31:22,3.20.10
177d9143-17c9-41c8-86d6-d46b18d2804b,Aditya Indra Pradana,https://play-lh.googleusercontent.com/a-/ALV-UjUGUF30_ziwMPqNFH8tGt4H2LZGjLVMADzLReT0AuXEvQ,"Alasan saya beralih ke shopee dari toko ijo karena skrg toko ijo lebih pelit kasih cashback koin dan gratis ongkir. Tapi sayangnya kelemahan koin shopee adalah tidak bisa dipakai langsung sekaligus ketika berbelanja (Harus bertahap). Sehingga bila belanja barang bernilai tinggi/berharga jutaan, saya masih cenderung pilih toko ijo karena hasil cashback koin toko ijo bisa langsung dipakai semua sekaligus.",5,15,3.21.13,2024-03-14 07:24:20,"Hii kak, makasih ya buat review bintang 5 nya, yuk cek aplikasi shopee biar gak ketinggalan promo-promo menarik lainnya. Kalo ada kendala pertanyaan lainnya bisa dm twitter ShopeeID. Sehat Selalu🙏^RN",2023-10-04 06:48:27,3.21.13
1a88cb39-6130-41e8-8621-5224a28e8db7,Johansyah Kiki,https://play-lh.googleusercontent.com/a/ACg8ocJMzdPZPg9ug-REyonSpf2_t1kTOu0tgch3CpJkcihO=mo,"Sangat mengecewakan, aplikasi bagus transaksi baik berjalan lancar sampai pada pemabayaran lancar dan sdh di bayar, sampai pada pengiriman barang timbul kendala, sampai pada batas waktu pengiriman, pesanan dibatalkan dan dana dikembalikan. Ini terjadi 2 kali berturut turut dgn barang yg sama dan penjual/toko yg berbeda. Ada apa dgn penjual/toko, padahal pd saat memilih barang, kriteria barang yg akan dibeli dinyatakan tersedia. Pake aplikasi yg lain aja kali ya.",3,35,3.20.10,2024-03-14 05:28:14,"Hai kak, maaf ya atas kendalanya terkait pesanan dibatalkan. Agar aku bisa cek lebih lanjut mohon infoin username akun Shopee dan nomor pesanannya ke Live Chat Shopee atau DM ke Social Media kita @Shopee_id / @Shopeecare ya. Met pagi 🙏 ^OP",2024-03-14 06:29:16,3.20.10
01ba23b1-7bf4-40b9-876c-e5b4a9b34161,Taufan siregar,https://play-lh.googleusercontent.com/a-/ALV-UjWvjCK9a1m_07eNRbYcZEon7bbbjQ0c63iIEuqBk0rWyA,"Berat bgt sekarang shopee, tlng waktu pertama kali masuk, jgn langsung diarahin ke masuk kemenu live. Bikin hp lemot, mana skrng suka tiba2 hp ngerestart sendiri gara2 ke menu live. Makan banyak ram sekarang ni aplikasi.",1,4,3.21.13,2024-03-14 00:50:11,,,3.21.13
b69480ff-9f31-4e90-ba2e-72dcf70bf9ea,Cat Devil,https://play-lh.googleusercontent.com/a/ACg8ocJ6f6gDDUbFRnPQ1LNtAqT2C2hKGgN7OGsQYoLpi1n_=mo,apk shopee semakin di update semakin berat dan lambat..selain itu pemakaian batre hp juga sangat boros. buka apk beberapa menit batre sudah berkurang banyak..membuka pilihan juga loadingnya lama.. intinya aplikasinya berat dan boros ke batre..,1,28,3.19.12,2024-03-13 21:27:09,"Hi kak, maaf ya udah bikin km ga nyaman, mengenai kendala aplikasi, mimin saranin, Pastikan jaringan km stabil, Clear Cache pada aplikasi Shopee, Log out serta Log in kembali, dan bisa coba secara berkala ya 1x24 jam, klo ada kendala km bisa info ke DM Social Media kita @Shopee_id / @Shopeecare ya , Sehat selalu🙏^RN",2024-03-13 22:31:15,3.19.12
a146b1bd-8654-4032-8323-13616f0d5e4d,Ariandi Jais,https://play-lh.googleusercontent.com/a-/ALV-UjWoMh0JmC4ezoRgA4M9jR6n6anEuok4ROwcle-iTOnMkw,Keren banyak gratis ongkir... sblumnya saya langganan aplikasi yg ono skarang malas gara² pihak ekspedisi nya membatalkan pesanan saya tanpa sebab sebanyak 3x berturut² akhirnya pindah kesini senang banget lihat ekspedisi nya..semoga selanjutnya lancar terus,5,8,3.20.10,2024-03-13 21:18:58,"Hii kak, makasih ya buat review bintang 5 nya, yuk cek aplikasi shopee biar gak ketinggalan promo-promo menarik lainnya. Kalo ada kendala pertanyaan lainnya bisa dm twitter ShopeeID. Sehat Selalu🙏^RN",2024-03-13 22:29:32,3.20.10
